ID,PA,PB,PC,PD,PE,PF,PG
PR43520,53.16492,36.81898,27.341547,21.296276,17.087282,-107.87811,-36.931202
PR43521,83.490166,56.910786,41.303127,32.073917,24.936277,-111.506454,-40.072792
PR43522,51.966488,35.911076,26.82809,20.989174,16.879036,-110.34284,-37.72879
PR43523,77.09509,52.60098,38.368443,29.798088,23.349012,-111.86008,-39.8173
PR43524,54.359203,37.928005,28.040874,21.33754,17.615005,-112.01973,-38.07043
PR43525,75.28486,51.50419,37.425415,29.891087,22.442753,-107.103165,-40.279694
PR43526,90.47425,61.41337,44.308495,35.433224,26.234497,-105.75607,-41.307663
PR43527,75.85209,51.292416,37.62239,30.22837,22.683771,-107.60916,-38.803276
PR43528,92.530426,62.733807,45.235806,36.271,26.713598,-105.36633,-41.309788
PR43529,108.108345,72.69098,52.28583,41.542007,30.842821,-105.36763,-42.216217
PR43530,94.87713,64.27194,46.309677,37.066456,27.315598,-105.23244,-41.105686
PR43531,125.29095,83.925575,60.198994,47.327473,35.412025,-107.478134,-42.272636
PR43532,115.85255,77.45143,55.771317,43.55748,33.18556,-106.480934,-42.474068
PR43533,97.16018,65.91705,47.298153,38.00253,27.699797,-102.19127,-41.02125
PR43534,61.140453,42.37487,30.906841,25.265293,18.467495,-102.57993,-38.065758
PR43535,88.90455,60.66265,43.573353,34.81575,25.653265,-102.66624,-40.330223
PR43536,78.65481,53.91306,38.929104,31.148624,23.07795,-103.553406,-39.158546
PR43537,117.37748,79.22005,56.633892,44.715744,33.097683,-104.98362,-41.02199
PR43538,61.814613,42.637142,31.28137,24.60448,19.096027,-105.91333,-36.832745
PR43539,68.15145,47.379456,34.107277,27.167038,20.307863,-101.089195,-39.20525
PR43540,75.20159,51.831074,37.390625,29.627655,22.211147,-102.98181,-37.797188
PR43541,55.09464,38.415764,28.265518,21.747887,17.532108,-106.9247,-36.50918
PR43542,82.95011,57.026268,40.934753,32.079765,24.312195,-103.79681,-39.538284
PR43543,69.85534,48.6529,35.09988,26.492153,21.343983,-107.16704,-37.669044
PR43544,73.26398,50.817932,36.67103,27.735054,22.250992,-107.999695,-37.742287
PR43545,67.53948,47.172462,34.032467,25.63099,20.742203,-106.741776,-37.694138
PR43546,45.700554,32.789913,23.94337,18.126183,14.816075,-100.57268,-33.42556
PR43547,44.80859,32.19958,23.527569,17.829819,14.567032,-100.20802,-33.2525
PR43548,67.60535,47.116917,34.049618,25.570442,20.783693,-106.3555,-36.79982
PR43549,93.739784,64.01002,45.887383,35.298656,27.292473,-104.44418,-38.238914
PR43550,65.56514,45.805573,33.014618,25.637848,19.890356,-103.166405,-38.239822
PR43551,98.34406,67.060356,48.03095,37.119934,28.475637,-106.124626,-39.408463
PR43552,86.80515,59.531876,42.81558,32.85592,25.638802,-107.75722,-38.761024
PR43553,86.8803,59.667725,42.737957,33.25381,25.37181,-103.79001,-39.614677
PR43554,87.630806,60.166805,43.19667,33.04299,25.853136,-107.4792,-38.924297
PR43555,84.98394,58.378525,41.969124,32.184486,25.126152,-106.71233,-38.269356
PR43556,69.710686,48.558697,34.916912,26.932587,21.003353,-103.3208,-38.31126
PR43557,88.9369,60.997974,43.787136,33.382973,26.226112,-107.368645,-38.71743
PR43558,60.58671,42.12549,30.779015,23.367207,19.00782,-106.68236,-36.71049
PR43559,82.69692,57.039055,40.91123,31.15039,24.555254,-105.91065,-38.7511
PR43560,88.758354,60.921436,43.709698,33.238277,26.192677,-107.26248,-38.635044
PR43561,72.19137,50.130836,36.17701,27.248985,21.99823,-107.7751,-37.574104
PR43562,21.928574,16.956263,13.033792,9.830859,8.725112,-99.85455,-31.713188
PR43563,53.22825,37.896755,27.425325,20.636932,16.77945,-101.25737,-34.037537
PR43564,49.271885,35.203465,25.593462,19.290356,15.760849,-100.94131,-33.733772
PR43565,48.844513,34.8997,25.396814,19.179153,15.648346,-101.03903,-33.75518
PR43566,47.10894,33.72838,24.595139,18.626915,15.183272,-100.83664,-33.598145
PR43567,46.63803,33.377625,24.375788,18.532299,15.054099,-100.94426,-33.635574
PR43568,21.12725,16.447985,12.664443,9.414245,8.553303,-99.6966,-31.582102
PR43569,49.915043,35.650204,25.892683,19.429047,15.954525,-101.07515,-33.795597
PR43570,47.722946,34.183033,24.87819,18.747261,15.349111,-100.596725,-33.51921
PR43571,89.842415,61.397095,44.20552,33.597958,26.639576,-109.60409,-39.61914
PR43572,86.324005,59.004772,42.593487,32.38429,25.770283,-110.062904,-39.5812
PR43573,75.21248,51.807743,37.562557,28.401897,22.956604,-110.90566,-39.003727
PR43574,69.43087,47.99215,34.9166,26.652912,21.360424,-110.3627,-38.470654
PR43575,74.4987,51.003124,37.1182,28.7184,22.553026,-108.184975,-38.376095
PR43576,99.98017,67.83597,48.796787,37.79862,29.072504,-109.36325,-40.457035
PR43577,96.51595,65.4911,47.196186,36.81849,28.100235,-108.8457,-40.12381
PR43578,84.14236,57.53233,41.601192,32.046783,25.075308,-110.01541,-39.483562
PR43579,104.727806,70.692276,50.92304,40.076584,30.151896,-109.320175,-41.012264
PR43580,77.30302,52.398792,38.34306,30.264885,23.248724,-109.32646,-39.298584
PR43581,99.10906,66.96706,48.362637,37.994316,28.782503,-109.94025,-40.8356
PR43582,66.529816,45.358,33.39819,26.449005,20.418707,-107.75122,-38.024796
PR43583,72.16381,50.182724,36.16705,27.199364,21.98192,-107.57208,-37.740974
PR43584,46.290497,33.205036,24.216,18.277802,14.9771595,-100.53232,-33.42888
PR43585,67.16867,46.81929,33.84171,25.477287,20.63904,-106.001144,-36.670013
PR43586,66.3024,46.244556,33.44207,25.12054,20.43294,-105.933716,-36.58774
PR43587,68.6267,47.850887,34.516666,25.76337,21.070198,-106.01397,-36.701744
PR43588,47.873108,34.25541,24.936224,18.607666,15.460684,-100.6421,-33.544174
PR43589,127.454704,84.61998,61.001488,46.92064,36.548157,-107.640724,-42.63837
PR43590,110.47883,74.57422,53.506466,41.959084,31.534414,-106.72259,-40.495956
PR43591,81.19328,55.732014,40.227787,30.98037,24.186785,-107.531746,-38.39013
PR43592,46.463955,33.278812,24.298277,18.144833,15.130263,-101.30788,-33.69764
PR43593,71.19929,49.505783,35.7098,26.653671,21.79508,-107.20931,-37.283375
PR43594,110.78464,75.00559,53.658104,41.548073,31.684015,-105.7269,-39.989662
PR43595,109.42959,74.19699,53.12089,40.546528,31.640102,-109.18244,-40.89022
PR43596,103.763985,69.86297,50.422985,39.854263,29.877094,-108.40994,-40.803886
PR43597,48.61846,33.70977,25.28621,19.791195,16.003433,-109.7706,-37.314674
PR43598,92.82281,62.872578,45.53934,35.65686,27.282162,-111.74826,-40.940956
PR43599,78.204025,53.43866,38.910645,30.120476,23.65475,-112.48589,-40.01052
PR43600,57.811485,39.52677,29.488705,23.11074,18.489376,-112.11333,-38.85929
PR43601,69.03249,47.244415,34.666206,27.067665,21.237606,-111.28519,-39.129303
PR43602,33.893394,23.879198,18.514982,14.868659,12.135882,-108.668976,-36.08108
PR43603,74.49955,50.805534,37.17267,28.666386,22.808283,-112.51441,-39.888954
PR43604,29.666286,21.319506,16.688507,12.841228,11.311177,-111.77948,-36.57708
PR43605,89.80239,60.66283,44.08752,34.719223,26.471636,-110.527145,-40.512817
PR43606,79.07197,53.620693,39.154015,31.313496,23.50244,-108.35827,-39.11087
PR43607,92.94136,62.90374,45.524326,35.80224,27.194082,-109.40535,-40.596256
PR43608,96.474846,65.141975,47.159622,37.043644,28.178198,-110.83479,-41.0025
PR43609,112.176346,75.312225,54.274445,42.99151,32.039433,-109.46982,-41.79324
PR43610,107.71645,72.49206,52.19447,41.548615,30.763647,-107.60387,-42.07443
PR43611,92.83521,63.095562,45.406242,36.220043,26.77548,-104.89103,-40.56663
PR43612,76.328865,51.99183,37.884727,29.995317,22.788387,-106.39761,-38.142323
PR43613,16.382736,13.166666,10.501739,8.27362,7.2450557,-100.67846,-31.732256
PR43614,84.90835,58.2824,41.928017,32.021492,25.178791,-107.047005,-38.390324
PR43615,50.650536,35.251556,26.267746,20.394455,16.53161,-110.310135,-37.471737
PR43616,31.851212,22.561457,17.573128,13.925937,11.665408,-108.30005,-35.784607
PR43617,69.87138,47.846336,35.09975,27.298317,21.539387,-113.10215,-39.724453
PR43618,51.128716,35.70465,26.50322,20.899433,16.461952,-109.293335,-37.115593
PR43619,95.8491,64.5573,46.836315,36.77089,28.083517,-110.91371,-41.1008
PR43620,67.34812,45.669495,33.76599,26.870228,20.71717,-109.4942,-38.807243
PR43621,83.03322,55.85657,40.89369,32.66664,24.651045,-108.94716,-39.82432
PR43622,72.47573,49.06596,36.101025,28.925213,21.905516,-108.686966,-38.908413
PR43623,76.92039,52.55415,38.190506,30.36584,22.916864,-107.654755,-39.970276
PR43624,105.40996,71.01525,51.212498,40.365517,30.350328,-109.499374,-41.20859
PR43625,85.46929,58.121765,42.092365,33.297382,25.14371,-107.76013,-40.150665
PR43626,86.28552,58.710278,42.364685,34.096195,25.045311,-104.247215,-41.04362
PR43627,64.282684,43.835545,32.369255,25.850792,19.791864,-107.78755,-37.931725
PR43628,99.97315,67.596985,48.65098,38.766365,28.690744,-106.04634,-41.514523
PR43629,85.50356,57.682865,42.035732,33.552002,25.169437,-107.624756,-39.43298
PR43630,104.495514,70.58385,50.721165,40.496063,29.777283,-105.64592,-41.366917
PR43631,127.82998,85.44789,61.335934,47.96346,36.20622,-108.01758,-42.464222
PR43632,107.58486,72.7663,52.210224,41.097557,30.734657,-107.03743,-40.678036
PR43633,101.282234,68.69408,49.27045,39.134876,28.943487,-104.83623,-41.017807
PR43634,59.76459,41.281715,30.375118,23.837109,18.649494,-107.33486,-37.145756
PR43635,85.14983,58.255894,41.902103,33.358643,24.76232,-103.744576,-40.007584
PR43636,75.8898,52.320427,37.611885,30.17175,22.230556,-100.99396,-39.90508
PR43637,84.71366,58.02968,41.787952,32.737926,24.880093,-106.21763,-39.46297
PR43638,54.565773,38.508724,27.86702,22.55194,16.712818,-99.70581,-38.886463
PR43639,76.39965,52.64156,37.93607,29.939127,22.607332,-103.972626,-39.242157
PR43640,67.496124,46.392296,33.893047,26.404797,20.650616,-106.79043,-37.469826
PR43641,61.00971,42.735924,30.940342,24.25848,18.712852,-104.11188,-38.593327
PR43642,54.62698,38.43697,28.015358,22.25576,16.968662,-103.19725,-36.940292
PR43643,53.832954,38.12242,27.617764,21.803223,16.75071,-102.05879,-38.419262
PR43644,66.19225,46.112827,33.318817,25.962852,20.086914,-104.337906,-38.279804
PR43645,19.673065,15.908319,11.951018,9.73812,7.687348,-96.05359,-33.553043
PR43646,45.347668,32.55355,23.80257,18.376183,14.635608,-101.27524,-33.91699
PR43647,17.622269,14.028711,11.0692625,8.598392,7.57789,-100.45053,-31.701334
PR43648,44.63113,32.144157,23.47041,18.055607,14.442462,-100.8074,-33.91308
PR43649,83.71355,57.52055,41.39333,31.871994,24.782215,-107.127594,-38.53063
PR43650,69.6972,48.468975,35.03965,26.50634,21.323338,-107.85615,-37.456768
PR43651,48.9158,34.925198,25.43934,19.46497,15.597773,-101.33795,-33.894936
PR43652,69.95619,48.6961,35.148148,26.630173,21.340471,-107.194466,-37.561234
PR43653,71.564095,49.668762,35.884983,27.229858,21.78121,-107.7357,-37.57227
PR43654,83.27676,57.24873,41.187813,31.517591,24.715748,-106.77878,-38.17215
PR43655,44.955124,32.28042,23.597958,18.062355,14.550775,-100.2719,-33.310883
PR43656,45.312267,32.48305,23.763607,18.20961,14.660338,-100.66678,-33.48575
PR43657,19.233803,15.142176,11.787013,8.930366,8.012939,-99.46405,-31.437805
PR43658,46.532433,33.358273,24.329393,18.480545,15.002622,-100.56318,-33.47054
PR43659,44.710358,32.13372,23.486332,17.894611,14.510648,-100.247116,-33.26851
PR43660,44.438972,31.94102,23.358406,17.819317,14.43515,-100.17984,-33.240314
PR43661,84.07084,57.727684,41.537663,31.750757,24.942385,-106.70111,-38.227715
PR43662,41.71435,30.141207,22.10763,16.749573,13.772833,-100.09418,-33.02126
PR43663,46.43923,33.312622,24.28225,18.324684,15.007727,-100.37384,-33.38124
PR43664,45.659584,32.77937,23.92302,18.126915,14.785577,-100.32392,-33.333477
PR43665,72.105675,50.07037,36.126484,27.121819,21.99549,-107.44297,-37.456116
PR43666,71.73708,49.790833,35.95431,26.98629,21.920855,-107.634705,-37.51732
PR43667,67.14672,46.763012,33.840965,25.525051,20.657217,-106.734116,-36.936527
PR43668,69.18513,47.90829,34.765972,26.338379,21.262173,-108.23692,-37.700645
PR43669,70.72982,48.66621,35.38723,27.576168,21.401077,-106.12666,-37.380314
PR43670,47.589577,33.327236,24.805027,19.581223,15.461779,-106.25305,-35.93234
PR43671,77.27971,52.889442,38.437748,29.77106,23.292185,-109.7279,-39.02522
PR43672,66.30773,45.659626,33.409733,26.209812,20.337685,-108.61641,-37.95703
PR43673,61.137947,42.329193,31.049847,24.340641,18.986729,-108.01845,-37.35875
PR43674,60.793854,42.14599,30.917826,24.165882,18.937927,-108.77187,-37.53999
PR43675,51.57734,35.63661,26.58994,21.015469,16.613976,-107.66005,-36.87585
PR43676,77.86657,52.86184,38.62131,30.503395,23.355,-109.3077,-39.27045
PR43677,53.700554,37.04931,27.604828,21.711357,17.25288,-109.56826,-37.613056
PR43678,41.143833,28.714235,21.841236,17.336758,14.011801,-108.86341,-36.585606
PR43679,67.98905,46.521137,34.21506,26.438332,21.145123,-113.08446,-39.632042
PR43680,74.95431,51.011936,37.164227,30.143482,22.064854,-102.226425,-36.832123
PR43681,109.83034,74.00474,53.222694,41.943535,31.40404,-108.34773,-41.089314
PR43682,46.59538,33.336414,24.361805,18.779678,14.95972,-100.96564,-33.673508
PR43683,46.570404,33.344383,24.359125,18.656113,14.998303,-101.26436,-33.739044
PR43684,89.102585,61.113316,43.870564,33.54426,26.238688,-107.513306,-38.780174
PR43685,87.93781,60.309917,43.32775,33.1696,25.930702,-107.338554,-38.674095
PR43686,45.1788,32.126057,23.775236,17.776157,15.094281,-106.9228,-35.621212
PR43687,49.494858,35.32197,25.691807,19.571827,15.750937,-100.79378,-33.740944
PR43688,47.940052,34.272564,24.97748,19.06889,15.344838,-100.79257,-33.656937
PR43689,72.73618,50.40948,36.423367,27.600773,22.12411,-108.22482,-37.825577
PR43690,50.016003,35.67213,25.931648,19.7258,15.894596,-100.84638,-33.785458
PR43691,46.501163,33.336052,24.316477,18.51456,14.980677,-100.579315,-33.47896
PR43692,43.586174,31.318895,22.948734,17.550568,14.20713,-99.83385,-33.11742
PR43693,42.06749,30.261858,22.25201,17.07647,13.82708,-100.16031,-33.163727
PR43694,47.15431,33.660107,24.602697,18.58738,15.257533,-101.27336,-33.803707
PR43695,78.82994,54.05811,39.11833,30.209782,23.58008,-107.257065,-38.229996
PR43696,76.63303,52.614834,38.119473,29.619774,22.952347,-107.176765,-38.070045
PR43697,94.583244,64.403305,46.282978,35.95249,27.496883,-105.98204,-38.933304
PR43698,84.42594,57.32324,41.62119,33.129078,24.822496,-107.725,-39.142883
PR43699,42.907043,29.773684,22.626595,17.74413,14.576991,-109.24786,-36.87879
PR43700,53.827976,37.208332,27.665434,21.78468,17.228588,-108.91771,-37.364662
PR43701,52.68141,36.59818,27.143265,21.342487,16.856005,-107.64473,-36.77626
PR43702,37.02085,26.435629,19.929943,15.859427,12.621259,-103.478195,-34.28221
PR43703,31.782253,22.574732,17.536724,13.777175,11.647892,-107.68713,-35.53186
PR43704,15.499039,11.8243885,10.121913,7.993507,7.56082,-108.95137,-34.842148
PR43705,29.042831,21.084818,16.34942,12.5181875,10.971959,-107.85517,-35.151764
PR43706,26.479782,19.10866,15.132859,12.223762,10.184866,-107.80169,-35.21961
PR43707,69.50017,47.255684,34.799988,27.581947,21.268944,-110.17629,-39.048336
PR43708,99.9831,67.21314,48.63653,38.67119,28.846472,-107.13158,-40.265503
PR43709,68.77689,46.82709,34.47052,27.366032,21.03839,-109.705505,-38.81951
PR43710,87.87782,59.422356,43.178055,34.181698,25.848948,-108.749825,-39.81024
PR43711,81.92538,55.334522,40.425026,32.27074,24.301147,-108.59862,-39.49239
PR43712,89.84864,60.713223,44.08344,34.850662,26.37761,-109.083176,-40.052914
PR43713,83.321434,56.350964,41.078876,32.84007,24.593521,-108.27998,-39.425262
PR43714,70.96064,48.541027,35.473682,28.268337,21.371168,-107.148026,-37.972992
PR43715,85.992195,58.28961,42.33375,33.558678,25.309275,-108.38869,-39.49471
PR43716,106.10158,71.51589,51.497807,40.816845,30.358185,-107.4586,-40.59355
PR43717,65.55701,44.643585,32.936745,26.415714,20.065994,-107.30023,-37.895863
PR43718,115.45502,77.72136,55.783012,44.05879,32.765972,-107.68426,-41.26423
PR43719,103.4172,69.311905,50.136387,40.272835,29.551537,-105.180984,-40.028416
PR43720,87.435524,59.525127,43.04884,33.82939,25.685843,-108.419235,-39.38082
PR43721,87.27952,58.845356,42.795074,34.333874,25.469826,-105.22561,-38.809113
PR43722,123.24152,82.83721,59.304543,46.86641,34.675114,-106.20557,-41.33692
PR43723,59.2468,40.89603,30.132023,23.855515,18.455994,-107.20926,-37.120796
PR43724,85.5605,58.541847,42.223717,32.988716,25.175323,-107.757866,-38.98854
PR43725,123.10721,82.653885,59.195873,47.168446,34.478535,-104.58528,-40.911003
PR43726,125.69316,84.06465,60.31027,46.673412,35.759987,-106.315994,-41.709263
PR43727,101.45541,68.74887,49.39858,38.92279,29.117151,-105.98508,-39.579323
PR43728,71.86512,49.05727,35.80254,28.45686,21.547913,-104.39649,-37.201077
PR43729,105.42086,71.37934,51.208134,40.292282,30.126596,-105.77637,-39.766495
PR43730,85.675476,58.479576,42.205143,33.257904,25.06554,-105.52464,-38.264267
PR43731,83.500885,57.375385,41.29981,31.927666,24.679825,-107.03711,-38.38375
PR43732,78.255005,53.800297,38.87729,30.205404,23.315187,-106.782135,-37.973934
PR43733,50.612183,35.411026,26.18534,20.436813,16.254,-105.631775,-35.854885
PR43734,81.07299,55.700333,40.170753,31.084236,24.063047,-106.79315,-38.12728
PR43735,91.96736,62.655846,45.086124,35.26883,26.74732,-105.81074,-38.740757
PR43736,85.95778,58.99051,42.416965,32.68582,25.338802,-106.92069,-38.437424
PR43737,81.33416,55.87375,40.285286,31.152868,24.129099,-106.60303,-38.08126
PR43738,51.097588,35.754993,26.404583,20.443123,16.421677,-105.50893,-35.816162
PR43739,82.88647,56.934185,40.997433,31.615505,24.539534,-106.4893,-38.11589
PR43740,80.941765,55.595715,40.096355,31.011875,24.024643,-106.36911,-37.99351
PR43741,54.66755,38.140102,28.033659,21.68586,17.31522,-105.14563,-35.91784
PR43742,41.25419,29.739843,21.877792,17.165993,13.457692,-99.41476,-32.89705
PR43743,38.947098,28.185759,20.804535,16.354256,12.853566,-98.88762,-32.596676
PR43744,10.848389,9.552294,7.9206843,6.350826,5.697991,-98.011215,-30.487717
PR43745,40.7042,29.387491,21.620241,16.913902,13.321233,-99.11818,-32.75277
PR43746,92.679016,63.148632,45.39787,35.453224,26.914104,-105.087006,-38.535416
PR43747,55.14506,38.455948,28.244488,21.870445,17.41636,-104.79405,-35.83888
PR43748,69.81585,48.502304,35.065014,26.675629,21.279535,-106.85701,-37.18993
PR43749,67.73655,47.105522,34.10945,25.967724,20.745304,-106.826706,-37.060455
PR43750,80.10406,55.04602,39.704014,30.621027,23.828112,-106.04873,-37.824055
PR43751,68.09705,47.347782,34.278576,26.028301,20.868683,-107.06377,-37.150803
PR43752,68.07901,47.364864,34.266384,26.01223,20.84102,-106.62641,-36.98908
PR43753,81.71999,56.12183,40.43826,31.150536,24.242105,-105.82628,-37.85114
PR43754,64.614204,44.9701,32.65934,25.019718,19.89489,-106.3284,-36.75921
PR43755,72.01816,50.000523,36.074436,27.333931,21.863537,-106.712875,-37.24911
PR43756,69.36869,48.190247,34.847805,26.448849,21.179556,-106.54811,-37.066845
PR43757,81.16284,55.778717,40.187035,30.89032,24.11474,-105.82321,-37.789593
PR43758,92.91401,63.327473,45.49685,35.339428,27.019236,-104.749985,-38.408573
PR43759,77.74926,53.458412,38.608887,29.824604,23.200489,-105.49613,-37.516834
PR43760,83.807335,57.578346,41.400524,31.692379,24.813684,-105.689896,-37.87401
PR43761,66.965614,46.60811,33.742935,25.545223,20.573074,-106.295296,-36.817276
PR43762,79.95128,54.979805,39.621433,30.4216,23.798819,-105.350746,-37.553482
PR43763,65.35433,45.48171,32.989517,25.11232,20.118961,-105.975235,-36.664177
PR43764,37.164528,27.022646,19.980291,15.573741,12.430966,-98.54038,-32.34288
PR43765,66.91387,46.51142,33.720016,25.662193,20.550245,-106.74783,-37.014496
PR43766,69.54869,48.207283,34.920864,26.577927,21.250668,-107.03311,-37.310776
PR43767,68.689156,47.743423,34.536594,26.188831,21.011734,-106.53042,-37.012596
PR43768,63.660442,44.427284,32.21666,24.406086,19.689032,-105.566025,-36.3656
PR43769,62.485855,43.61796,31.668913,24.067852,19.361744,-105.31443,-36.237778
PR43770,61.683697,43.08827,31.305145,23.796185,19.158121,-105.42613,-36.220867
PR43771,61.72507,43.092155,31.318373,23.88987,19.14273,-105.297905,-36.20665
PR43772,60.78464,42.439816,30.888313,23.601135,18.906616,-105.53297,-36.24472
PR43773,61.364986,42.570404,31.071978,24.024445,18.984676,-104.095,-36.02266
PR43774,63.30795,44.151886,32.051872,24.37247,19.585262,-105.69452,-36.42139
PR43775,75.40897,51.902397,37.527058,28.955996,22.604609,-105.125626,-37.245903
PR43776,73.99206,50.88633,36.87548,28.618946,22.225946,-105.51013,-37.345413
PR43777,74.11304,50.96204,36.944706,28.66809,22.283321,-106.15079,-37.56112
PR43778,78.402916,53.801987,38.91282,30.062828,23.43295,-106.553894,-37.959743
PR43779,53.76851,37.643894,27.559341,21.781963,16.739594,-100.89947,-34.476086
PR43780,69.252846,47.55942,34.702057,27.145382,21.058111,-106.826836,-37.605213
PR43781,97.32172,66.13173,47.497944,37.1771,28.078653,-104.79911,-38.819637
PR43782,99.50353,67.72177,48.578762,37.336025,28.931438,-107.82416,-39.766823
PR43783,88.28916,60.3457,43.431194,33.65287,25.903587,-106.2454,-38.520496
PR43784,99.76505,67.886215,48.70469,37.40751,29.023834,-108.20954,-39.91086
PR43785,70.32317,48.366512,35.223064,27.471916,21.343782,-107.32269,-37.759697
PR43786,63.74575,43.997375,32.20853,25.275528,19.619465,-107.05647,-37.265476
PR43787,65.943504,45.597248,33.2217,26.01175,20.11207,-106.060974,-36.987503
PR43788,72.26597,49.623577,36.014683,28.448597,21.561161,-102.97104,-36.54873
PR43789,39.03775,27.444792,20.882072,16.447365,13.457161,-108.049194,-36.086945
PR43790,93.17514,63.184246,45.59876,35.97039,27.053688,-106.29993,-39.191463
PR43791,71.75286,48.807705,35.76441,28.385956,21.673843,-106.69281,-38.0448
PR43792,81.586525,55.462524,40.2518,32.152603,23.944008,-104.42877,-37.895607
PR43793,60.94574,41.738724,30.811111,24.664024,18.810978,-105.34336,-36.854763
PR43794,93.45402,63.266853,45.743946,35.98886,27.257458,-108.150986,-39.863197
PR43795,45.49472,31.750975,23.81269,18.875614,14.977984,-106.53451,-36.020153
PR43796,104.05544,70.05525,50.537148,40.0241,29.889454,-107.4901,-40.53678
PR43797,73.53069,49.841003,36.527645,29.186863,22.060623,-105.65053,-37.946243
PR43798,84.098915,57.138664,41.456127,32.765575,24.78574,-107.069305,-38.86673
PR43799,55.276314,38.013115,28.23352,22.523952,17.433372,-105.96089,-36.646996
PR43800,68.070564,46.620895,34.1156,27.450165,20.493177,-105.37595,-37.24273
PR43801,84.56083,57.518307,41.569775,33.271816,24.535704,-101.64147,-37.148746
PR43802,82.84908,56.30924,40.894405,32.35626,24.475319,-107.485794,-38.92182
PR43803,100.26014,67.69197,48.824707,38.65026,28.881315,-107.14718,-40.070915
PR43804,110.44887,74.26668,53.431484,42.590107,31.353163,-105.954056,-40.511013
PR43805,122.047905,82.02721,58.767853,46.427757,34.40886,-106.827,-41.468777
PR43806,131.46198,86.68641,62.761997,47.685112,38.078518,-110.927505,-44.296783
PR43807,128.18529,85.92675,61.578846,48.46052,36.139572,-108.71231,-42.57376
PR43808,116.375175,78.10473,56.150913,44.571274,32.978176,-107.2789,-41.37108
PR43809,118.8956,79.92444,57.313896,45.361984,33.57616,-106.39843,-41.140953
PR43810,128.20097,85.414734,61.44611,47.968086,36.424618,-108.24726,-42.744625
PR43811,135.25552,87.526596,64.09433,45.311333,40.856327,-114.168686,-46.394836
PR43812,133.65886,87.06618,63.495464,45.77777,39.895226,-112.859634,-45.553562
PR43813,131.47543,86.4616,62.679447,46.308704,38.611485,-111.098526,-44.384724
PR43814,132.65074,87.06001,63.195766,46.59936,39.039433,-112.04755,-44.877995
PR43815,127.48803,85.34135,61.19559,47.66629,36.13821,-107.80596,-42.273903
PR43816,107.62577,72.58896,52.188854,41.34039,30.697323,-106.59278,-40.371613
PR43817,105.58915,70.75367,51.085625,41.080887,30.002178,-103.14952,-39.524952
PR43818,95.32073,64.98866,46.671875,36.223083,27.712639,-107.29189,-39.332054
PR43819,92.852684,63.31451,45.51193,35.411057,27.029892,-106.24911,-38.87165
PR43820,129.64778,83.273834,61.30042,43.45341,39.31238,-109.1868,-44.828953
PR43821,128.74709,82.67237,60.87568,43.364925,38.97288,-108.380135,-44.538216
PR43822,126.635994,82.80366,60.28477,45.233944,37.09521,-106.70829,-43.04598
PR43823,43.69275,31.372171,23.026754,17.511894,14.330807,-101.37913,-33.62156
PR43824,65.79592,45.84673,33.231846,25.022495,20.354734,-107.364944,-37.061806
PR43825,66.00961,45.99072,33.328693,25.089836,20.40891,-107.31177,-37.056366
PR43826,125.15557,83.93541,60.128292,47.363155,35.24784,-105.788864,-41.43091
PR43827,105.99431,71.77684,51.504353,40.359207,30.37745,-107.26493,-40.253017
PR43828,112.91933,76.08862,54.59082,43.199303,32.015038,-105.7906,-40.465828
PR43829,87.15785,59.78916,42.97461,32.946438,25.721588,-107.47275,-38.673695
PR43830,102.116806,69.50249,49.77155,38.42654,29.492039,-106.99987,-39.656193
PR43831,100.232895,68.23479,48.894222,37.720875,29.012835,-106.572266,-39.406845
PR43832,61.580112,42.712414,31.213974,24.032314,19.148434,-106.093864,-36.667408
PR43833,82.010635,56.337357,40.60161,31.163607,24.392862,-107.05116,-38.235786
PR43834,110.71441,74.613495,53.56283,42.44464,31.418354,-105.06314,-40.102417
PR43835,100.69747,67.732605,48.905544,38.9513,28.877403,-104.122574,-39.323906
PR43836,117.83459,79.39496,56.84825,44.79136,33.304047,-105.86394,-40.7616
PR43837,43.542736,30.638323,22.840086,18.396255,14.128709,-101.059006,-34.042027
PR43838,94.65441,64.46715,46.356644,36.060387,27.548876,-107.51098,-39.421207
PR43839,92.30227,62.87156,45.271797,35.329338,26.920324,-107.363266,-39.256058
PR43840,95.633995,65.146935,46.805054,36.331917,27.806894,-107.32113,-39.3961
PR43841,93.93379,63.980366,46.01105,35.82246,27.335478,-106.88606,-39.183186
PR43842,85.67608,58.81488,42.309895,32.484436,25.34438,-107.96779,-38.796276
PR43843,83.02451,56.999653,41.08478,31.622532,24.65392,-107.849884,-38.572567
PR43844,69.12792,47.462494,34.628006,26.91183,21.078074,-106.472595,-37.476166
PR43845,100.543396,68.43316,49.043087,37.89856,29.082924,-106.849724,-39.52708
PR43846,55.11072,38.418877,28.26023,21.729858,17.526709,-106.47522,-36.370068
PR43847,85.40604,58.625206,42.178795,32.318447,25.29267,-107.77028,-38.655563
PR43848,83.938995,57.613464,41.496254,31.903465,24.884558,-107.523895,-38.518883
PR43849,57.649788,40.090214,29.42125,22.691479,18.153042,-106.45779,-36.543995
PR43850,84.29154,57.844555,41.65228,32.021896,24.968319,-107.32411,-38.47941
PR43851,95.49742,64.988205,46.709293,36.33103,27.736681,-106.45769,-39.1643
