Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE24,OUT019,313.70306
FDK50,OUT049,2660.5583
FDG31,OUT045,999.97906
FDC60,OUT045,1455.3972
FDL36,OUT013,1477.4136
FDP21,OUT013,3178.5923
FDW16,OUT045,1466.6014
FDX02,OUT017,3728.3098
FDQ58,OUT027,4121.7085
FDT51,OUT046,1850.1044
FDD59,OUT049,1258.1809
NCM42,OUT018,1541.2924
FDA57,OUT018,340.4251
FDZ48,OUT035,1899.0446
FDE46,OUT045,2484.6055
NCZ30,OUT019,312.7911
FDB56,OUT017,3137.4138
FDA25,OUT027,2876.2542
FDD20,OUT013,2151.0183
FDL25,OUT013,1505.6244
NCO18,OUT049,2899.442
FDJ45,OUT017,542.87994
FDR12,OUT035,2912.3877
NCF19,OUT010,125.19314
FDK25,OUT046,2715.235
NCR17,OUT046,1893.9476
FDC52,OUT046,2525.2034
NCA54,OUT017,3015.5088
FDR45,OUT010,593.92786
NCM19,OUT049,1828.4507
FDF39,OUT027,6945.869
FDX23,OUT049,1565.1218
FDD58,OUT027,2747.2332
FDX28,OUT013,1528.2605
NCD31,OUT013,2629.2441
FDU57,OUT018,2222.4014
FDI27,OUT046,745.1911
NCM42,OUT046,1802.5508
FDD32,OUT027,2246.257
FDI34,OUT013,3970.3762
NCM29,OUT049,2117.008
FDG46,OUT018,1601.4208
DRC01,OUT010,146.44437
FDB15,OUT027,5760.068
NCA17,OUT027,3979.7908
FDF10,OUT046,2403.9988
FDR26,OUT027,4777.267
FDI02,OUT049,1772.6871
NCM54,OUT010,320.89316
FDF14,OUT013,2569.6353
FDJ33,OUT010,332.2952
FDM20,OUT035,4154.551
FDC03,OUT027,5262.1733
NCX05,OUT046,1896.0891
NCM41,OUT027,2434.8228
NCU29,OUT010,372.79346
FDQ59,OUT017,1396.6566
FDH46,OUT010,284.128
FDH09,OUT013,785.20825
NCD06,OUT045,712.5265
FDC15,OUT035,2568.4702
DRD37,OUT027,1343.8656
FDT28,OUT027,3996.3782
FDR28,OUT027,4350.995
FDT38,OUT017,1405.6525
FDV34,OUT027,1997.9701
FDY52,OUT035,1100.8779
FDB34,OUT013,1437.1329
DRL23,OUT018,1435.4761
DRB24,OUT046,2553.3452
FDJ50,OUT046,875.1889
FDQ49,OUT035,2619.494
FDP20,OUT035,2102.6855
FDV19,OUT027,4212.8193
NCR54,OUT045,3209.682
FDO09,OUT010,674.51904
FDS57,OUT018,2052.1533
FDN10,OUT049,1891.3469
FDV23,OUT049,2001.952
FDY28,OUT049,3498.9001
DRG51,OUT013,2816.0227
FDD45,OUT019,183.79112
NCL18,OUT027,5092.6733
NCM29,OUT013,2034.9458
FDF17,OUT027,5276.8804
FDE22,OUT017,2692.9966
FDQ22,OUT017,611.0462
FDS01,OUT013,2999.2917
FDW35,OUT027,1170.264
FDJ33,OUT046,2049.8289
NCF54,OUT035,2906.237
FDE09,OUT013,1835.1718
NCE06,OUT045,2650.2654
DRH49,OUT049,1257.7804
FDY43,OUT045,2769.3987
NCT05,OUT017,4263.695
FDZ34,OUT045,3164.7854
FDL38,OUT017,1501.0568
FDZ31,OUT017,3152.4446
FDR14,OUT035,930.4812
NCN54,OUT049,1238.9413
NCC42,OUT027,3700.232
FDK08,OUT017,1666.9846
FDP59,OUT013,1673.3818
FDV22,OUT035,2697.6558
FDD33,OUT035,3924.5518
DRE60,OUT027,5119.158
FDK52,OUT046,3722.1877
FDA02,OUT017,2472.0903
FDM56,OUT049,1729.1793
FDE57,OUT035,2410.7678
FDM32,OUT045,1413.7172
NCQ30,OUT027,3204.435
FDQ27,OUT027,2807.088
FDT60,OUT027,3347.4878
FDU43,OUT049,3935.708
NCO55,OUT035,1820.2433
FDG02,OUT045,3149.8467
FDJ28,OUT013,3259.7634
FDP40,OUT045,1852.819
FDJ38,OUT045,3151.0562
NCC54,OUT017,3998.5684
NCZ41,OUT046,2043.6929
FDK38,OUT019,313.71854
FDU52,OUT013,2566.1555
FDC40,OUT046,1228.3118
NCR30,OUT017,1209.4384
NCN18,OUT017,1842.1702
FDB50,OUT035,1302.314
FDG04,OUT013,3148.8606
FDR26,OUT035,2983.2712
NCT17,OUT018,2849.0544
FDX35,OUT027,5986.955
FDS12,OUT046,2053.4165
NCZ29,OUT027,3309.826
FDB38,OUT010,366.3345
FDP12,OUT013,438.07608
FDP22,OUT046,854.36163
FDS26,OUT018,4174.613
FDR52,OUT046,3174.3757
DRJ13,OUT046,2594.6096
FDU48,OUT027,3497.1702
FDE29,OUT035,1021.1207
NCT29,OUT049,1962.0875
DRK37,OUT018,2596.6128
FDK55,OUT046,1417.4374
FDR07,OUT046,1532.5178
FDO21,OUT027,5854.279
FDK46,OUT049,4285.5938
FDB12,OUT045,1715.0466
FDT31,OUT027,4973.341
FDJ33,OUT045,2033.6409
FDC26,OUT027,3035.7825
NCQ02,OUT045,3113.2131
FDP08,OUT010,475.2371
FDB11,OUT027,5459.432
FDV55,OUT013,2398.341
FDW20,OUT049,1945.3932
NCJ18,OUT019,301.6729
FDC41,OUT018,903.2661
FDE14,OUT027,2775.5374
FDG35,OUT013,2977.0198
FDF45,OUT035,1010.7444
FDS19,OUT027,2086.9497
FDS58,OUT019,438.92593
FDA26,OUT017,3675.376
FDM32,OUT049,1378.4666
FDL45,OUT046,2072.1338
FDZ55,OUT049,2623.4968
FDY37,OUT049,2304.418
FDO46,OUT046,3191.4204
FDQ60,OUT046,1971.11
FDA19,OUT018,1860.1935
FDL15,OUT046,2524.572
FDM10,OUT018,3192.475
NCL05,OUT017,687.9456
DRK49,OUT010,92.392044
NCE18,OUT027,6527.9893
FDG40,OUT049,514.1213
DRI59,OUT045,3653.5254
FDK28,OUT035,4330.4087
NCD06,OUT019,121.06489
FDO11,OUT019,592.5962
FDK27,OUT046,1975.8068
FDT43,OUT027,1391.0491
FDD38,OUT018,1401.8898
FDA16,OUT049,3606.9053
FDL14,OUT027,4128.5376
NCM17,OUT049,668.9681
FDD20,OUT045,2012.4077
FDA40,OUT045,1409.9729
FDL43,OUT045,1257.5997
FDV15,OUT045,1633.4607
FDE52,OUT046,1479.3536
NCL17,OUT010,357.52798
NCJ31,OUT045,3883.2969
FDR60,OUT045,1219.6298
NCA18,OUT035,1986.5511
FDS21,OUT027,1700.789
FDW09,OUT035,1382.1066
FDL26,OUT035,2593.472
FDS47,OUT018,1127.6387
FDC39,OUT046,3329.0427
FDT51,OUT035,1937.6615
FDK40,OUT035,4457.5386
NCG19,OUT045,3832.425
FDZ07,OUT046,996.20087
FDF08,OUT027,2441.1265
FDO04,OUT013,796.4443
FDK41,OUT018,1036.518
FDP15,OUT049,4172.8047
NCD43,OUT018,1463.8887
NCP18,OUT013,2368.358
FDZ51,OUT046,1541.3873
DRH13,OUT035,1868.861
FDF38,OUT045,633.14636
NCI43,OUT045,765.1492
FDM38,OUT027,1454.9207
FDS03,OUT013,977.47046
DRJ47,OUT017,2824.1633
FDT50,OUT010,246.53271
FDV02,OUT046,2828.7278
NCG18,OUT017,1764.0043
FDW52,OUT046,2732.4377
FDS40,OUT035,650.5575
FDN31,OUT017,3200.4456
FDA37,OUT045,2015.9576
FDA15,OUT046,3492.5786
FDL39,OUT046,2984.35
FDJ53,OUT045,1974.1099
FDX22,OUT013,3492.9194
NCZ42,OUT045,3963.4065
FDD56,OUT027,4738.559
FDD40,OUT017,3216.8875
FDS50,OUT013,3760.1428
NCN14,OUT013,3049.56
FDT15,OUT013,3045.0498
NCS18,OUT027,2849.5437
NCO26,OUT010,293.58966
FDF58,OUT018,722.15326
NCB19,OUT013,1308.4058
FDH26,OUT017,2337.0193
DRB24,OUT027,4173.5645
FDA49,OUT018,1089.1451
FDB32,OUT045,1519.852
FDI36,OUT017,3275.3875
NCA17,OUT010,362.17645
FDH22,OUT013,2175.521
NCM26,OUT018,2227.1055
FDT15,OUT027,4851.678
FDB16,OUT018,1140.3118
NCP54,OUT027,3256.0752
FDJ36,OUT013,1703.745
FDO28,OUT045,1950.4441
FDU09,OUT013,730.6365
FDF29,OUT017,2183.7573
FDY08,OUT013,2314.2031
DRJ59,OUT018,306.40506
FDT23,OUT027,2138.4758
FDU15,OUT018,343.56723
FDT47,OUT013,1452.9595
FDI53,OUT019,393.11447
FDR59,OUT018,4123.4526
FDD53,OUT035,702.426
FDY51,OUT017,3652.805
FDT04,OUT049,524.19025
FDU51,OUT049,2861.956
FDG14,OUT035,2594.1362
NCU06,OUT045,3790.4983
DRG25,OUT046,3018.721
DRH49,OUT035,1425.1185
FDN15,OUT035,2364.0942
FDL43,OUT018,972.4016
NCT18,OUT049,2973.8909
NCB31,OUT013,4472.055
FDK57,OUT035,2028.556
FDY04,OUT019,417.5941
NCP54,OUT046,2002.7296
FDF41,OUT013,3812.0815
FDM01,OUT045,1670.4779
FDW03,OUT045,1737.5552
FDF28,OUT045,2000.6302
FDY37,OUT017,2373.4
FDQ03,OUT017,3949.339
FDP51,OUT027,3209.7766
FDJ40,OUT017,1847.0846
FDC32,OUT049,1441.868
DRI49,OUT027,2301.1216
NCW54,OUT017,916.5472
FDF09,OUT017,640.15576
FDP45,OUT018,3105.5007
DRJ23,OUT018,2787.7751
FDS59,OUT017,1851.4432
FDY08,OUT046,2266.8704
FDX16,OUT049,2408.98
FDY16,OUT018,2758.112
FDK32,OUT035,2591.0476
FDQ22,OUT013,508.60324
NCC31,OUT018,2321.2534
FDG58,OUT049,2499.217
DRF48,OUT013,3336.8223
DRH36,OUT049,1140.4015
NCR30,OUT035,1286.1835
FDB03,OUT019,566.4125
FDZ28,OUT027,3327.313
FDR35,OUT017,3307.029
DRD15,OUT027,5156.156
FDJ33,OUT019,338.75168
FDA56,OUT010,247.85745
FDP56,OUT046,775.00903
NCT30,OUT046,775.4126
FDK15,OUT017,1644.4628
FDH44,OUT018,2124.154
FDV01,OUT013,2535.859
DRG03,OUT017,2508.884
FDG50,OUT027,2487.226
FDR16,OUT010,531.78485
FDZ60,OUT046,1722.106
DRG03,OUT045,2498.582
FDS56,OUT018,3490.722
FDU33,OUT045,704.3465
DRD27,OUT035,1678.1659
FDW22,OUT046,3622.4863
DRA24,OUT045,2667.1892
FDF38,OUT049,592.8869
FDX48,OUT013,2482.891
FDS58,OUT018,2412.935
FDC32,OUT046,1471.5902
NCQ29,OUT045,4306.028
DRK39,OUT018,1090.2936
NCS38,OUT017,1898.3479
DRO47,OUT013,1966.3131
DRG27,OUT027,1284.026
FDC57,OUT027,5142.0757
FDS55,OUT046,2417.0942
NCJ06,OUT018,1680.8451
FDO01,OUT019,305.33905
NCM55,OUT045,3043.819
FDC52,OUT049,2493.8652
FDQ15,OUT045,1241.5631
NCT30,OUT027,1261.3492
NCR42,OUT027,863.754
FDD28,OUT035,998.47015
FDQ34,OUT049,1636.2408
FDZ12,OUT027,3791.013
DRE13,OUT019,197.64902
NCN07,OUT019,346.63943
FDM28,OUT035,3051.4355
FDI10,OUT017,2865.8586
FDQ25,OUT013,2813.3933
FDA38,OUT010,532.26074
DRI13,OUT049,3539.0637
FDY20,OUT027,2390.3335
NCZ53,OUT035,3198.6343
NCM31,OUT013,2318.913
DRB01,OUT017,3137.0776
DRF37,OUT046,2785.474
NCF42,OUT049,2833.985
FDF16,OUT018,2163.653
FDB41,OUT013,750.38904
FDR34,OUT013,3841.2944
FDR15,OUT018,2319.2488
NCV42,OUT019,289.5549
FDW51,OUT035,3607.8506
FDU36,OUT017,1629.8639
FDX60,OUT049,1265.2762
FDY03,OUT035,1930.9801
FDW55,OUT045,4120.5083
FDT01,OUT010,589.6702
FDG58,OUT013,2642.8796
FDK21,OUT017,3750.013
NCS41,OUT019,453.97183
FDS10,OUT045,2972.3015
NCT53,OUT046,2747.294
FDJ28,OUT018,2875.2278
FDX44,OUT045,1423.0695
FDT20,OUT018,335.4993
FDO44,OUT017,1837.6276
NCX17,OUT049,3810.908
FDY01,OUT017,1906.7128
FDJ12,OUT027,5588.161
DRK35,OUT018,324.4327
FDD47,OUT019,446.52747
NCM53,OUT035,1808.7162
FDO45,OUT013,1351.5511
NCM42,OUT010,281.33237
FDE04,OUT046,2944.209
NCI30,OUT027,6531.39
FDZ19,OUT013,2903.2817
FDW57,OUT013,2961.8496
FDA25,OUT013,1718.484
FDT22,OUT046,935.9568
FDP51,OUT013,1939.6904
FDD48,OUT027,3186.9656
FDY39,OUT035,3140.2278
FDO48,OUT010,552.70514
FDD23,OUT027,4916.054
DRN35,OUT027,1130.0803
FDT01,OUT035,3580.029
FDC20,OUT010,90.36527
DRJ35,OUT035,1112.9445
FDB32,OUT046,1505.9288
FDL24,OUT046,2884.7673
NCV42,OUT035,1957.5513
FDZ46,OUT046,1802.9921
FDC15,OUT013,2577.232
FDD08,OUT019,50.70026
FDY50,OUT049,1421.4021
FDD36,OUT013,2008.0697
FDG57,OUT027,1411.0128
FDL21,OUT018,391.75122
FDN16,OUT027,2754.4094
FDJ09,OUT027,1306.9303
FDS01,OUT010,399.9844
FDV33,OUT017,3988.6934
DRE12,OUT017,1898.9811
FDR07,OUT013,1569.5931
FDP48,OUT010,464.70612
NCB55,OUT035,966.7589
FDQ08,OUT013,820.94885
FDR34,OUT035,3920.6938
FDO33,OUT046,1818.7947
FDP13,OUT045,579.19293
FDX12,OUT049,3981.2058
NCT06,OUT049,2705.9094
FDR16,OUT019,528.3655
FDE36,OUT046,2785.7
FDZ36,OUT049,3046.8586
FDV13,OUT045,1426.3989
NCZ17,OUT035,649.4277
FDU56,OUT045,3002.0706
FDM09,OUT035,2903.6174
FDV02,OUT017,2841.236
FDS34,OUT018,1596.1794
FDA11,OUT049,1522.564
FDP09,OUT017,3511.7593
FDB29,OUT027,3128.0464
FDT19,OUT017,2894.3286
DRH15,OUT017,698.166
FDY38,OUT046,3859.9663
FDF14,OUT027,4123.608
FDN48,OUT010,202.7188
FDQ12,OUT013,3951.054
NCJ43,OUT045,2866.353
FDE17,OUT019,361.01865
FDB05,OUT035,4196.6147
FDH10,OUT045,3141.528
NCR06,OUT017,693.57825
FDU32,OUT018,1733.4471
FDD56,OUT049,2804.9358
FDO36,OUT018,2683.5583
FDH16,OUT010,181.31068
FDX10,OUT018,292.28906
FDZ37,OUT017,1498.283
FDU31,OUT010,549.4663
DRC49,OUT049,2290.706
FDL15,OUT045,2478.3538
FDN32,OUT019,423.49838
DRH59,OUT027,2111.3025
NCU29,OUT049,2419.9463
FDR37,OUT019,441.69632
FDS14,OUT018,2317.999
FDU02,OUT027,6039.166
FDJ08,OUT035,3238.5808
NCZ06,OUT045,4160.231
FDO31,OUT049,1321.6989
FDH31,OUT018,1400.9031
FDS58,OUT017,2695.1248
NCA53,OUT027,1318.9863
FDF50,OUT046,3269.32
NCW42,OUT049,3635.5754
NCQ17,OUT045,2542.6794
FDK51,OUT018,3921.7634
NCW41,OUT010,392.25436
NCR29,OUT017,924.71063
FDB08,OUT019,340.46402
FDA40,OUT027,2384.6943
FDL14,OUT018,2347.3894
FDB47,OUT046,3413.6658
FDO03,OUT035,3884.4355
DRK13,OUT019,468.48123
FDX13,OUT010,577.10657
FDF52,OUT046,3013.8718
FDT11,OUT013,3113.3389
FDB08,OUT013,2791.9028
FDQ28,OUT018,2287.6401
FDD29,OUT045,4168.5566
NCQ29,OUT027,6886.8257
NCO02,OUT013,895.9776
FDR56,OUT010,488.01138
NCM54,OUT049,2011.7335
FDP51,OUT035,1995.2577
FDT38,OUT013,1307.4281
FDZ20,OUT018,3578.33
FDJ53,OUT013,2025.6431
FDX13,OUT049,4101.5547
FDP58,OUT035,3699.8772
NCK31,OUT019,149.31447
FDA35,OUT018,1741.9071
FDV37,OUT018,3006.6326
NCO07,OUT027,5621.581
FDA20,OUT045,3072.0254
FDZ59,OUT035,2874.7913
NCY17,OUT017,687.24817
FDQ28,OUT035,2608.3374
FDV35,OUT017,2517.662
FDQ36,OUT013,469.76477
FDD34,OUT018,2430.7896
FDK51,OUT045,4338.8877
FDV31,OUT035,2964.6672
FDR04,OUT035,1668.627
FDR14,OUT049,804.79675
DRC36,OUT010,446.43994
FDE39,OUT019,243.56358
FDP57,OUT049,1657.0522
FDE57,OUT046,2326.5505
NCN18,OUT046,1814.7687
NCQ05,OUT018,2214.1692
FDW47,OUT035,2040.8528
FDV46,OUT035,2351.3848
NCP29,OUT045,990.3681
FDE09,OUT018,1543.3447
NCU06,OUT027,6042.088
FDT19,OUT010,438.94385
DRF15,OUT017,2504.952
DRI51,OUT013,2706.8909
NCX54,OUT013,1560.214
DRE01,OUT013,3594.157
NCB07,OUT045,3189.1167
FDU50,OUT035,1975.026
FDG40,OUT035,607.35986
FDW10,OUT018,2594.2402
FDX51,OUT013,3188.8657
NCP17,OUT045,998.2191
FDP21,OUT035,3255.92
FDL04,OUT045,1656.7162
FDV23,OUT013,2008.1432
FDF24,OUT046,1330.1667
FDH56,OUT027,3085.0457
FDB51,OUT049,961.7742
FDI58,OUT027,2579.5593
FDR20,OUT013,591.7515
FDC51,OUT018,1764.8076
FDB16,OUT027,2418.633
FDE40,OUT049,915.9775
NCM17,OUT035,786.23474
FDU56,OUT035,3121.0876
FDS32,OUT019,359.6669
FDX02,OUT049,3661.0457
FDT39,OUT027,3989.881
FDE35,OUT017,969.31085
NCI42,OUT019,522.011
DRL23,OUT046,1636.9486
FDA10,OUT046,1685.9044
FDA11,OUT013,1620.4622
NCM06,OUT046,2593.873
NCT05,OUT035,4370.391
NCQ02,OUT010,467.21176
NCY06,OUT049,2090.321
FDY56,OUT035,3802.612
FDL02,OUT035,1759.4443
NCI06,OUT035,3035.0134
FDQ14,OUT045,2453.0198
FDQ12,OUT017,3802.432
FDP36,OUT046,779.955
FDK21,OUT027,6160.417
FDO40,OUT045,2405.0352
NCK54,OUT019,371.78714
FDY09,OUT018,2647.534
NCW30,OUT049,4324.008
NCC55,OUT027,986.2321
FDE58,OUT018,1624.3756
FDR39,OUT013,3146.6423
FDU28,OUT049,3030.8337
FDH08,OUT017,3812.4824
FDG35,OUT045,2884.8418
FDG22,OUT049,528.78064
FDC34,OUT035,2618.9075
FDP15,OUT018,3543.261
FDK34,OUT010,582.1411
FDU45,OUT035,1997.2037
FDQ04,OUT027,1138.8771
FDX22,OUT018,2853.4421
FDB45,OUT017,1695.0575
NCH43,OUT027,5726.277
DRE60,OUT046,3192.6897
FDD17,OUT027,5722.83
NCM54,OUT017,2105.729
NCH55,OUT013,2003.9106
NCT06,OUT017,2746.4802
FDA48,OUT027,5230.357
FDY58,OUT027,5983.7373
FDO25,OUT045,3456.656
FDN50,OUT045,1539.0018
FDH35,OUT035,2779.2312
FDK09,OUT045,3720.1558
FDO16,OUT013,1269.3721
FDW11,OUT045,1008.2959
FDU47,OUT027,3731.133
NCQ42,OUT010,324.39233
FDK55,OUT027,2445.8044
FDN08,OUT049,1877.7827
FDT57,OUT045,3925.583
FDJ12,OUT018,3176.6934
DRL59,OUT017,846.91156
NCN53,OUT046,584.6542
FDO51,OUT010,139.49799
FDK56,OUT017,3104.0305
FDY12,OUT035,911.3182
FDU15,OUT035,677.3501
FDQ19,OUT046,3774.5947
DRF15,OUT045,2496.2803
DRE25,OUT019,211.17702
FDK57,OUT018,1669.6342
FDD33,OUT010,517.94196
FDR34,OUT027,5928.6733
FDU04,OUT045,1999.3292
FDE35,OUT019,188.4133
NCD31,OUT035,2783.7695
FDJ56,OUT035,1668.5704
NCU53,OUT046,2743.0962
FDD39,OUT035,3605.3574
NCU17,OUT019,262.95074
FDJ20,OUT046,1991.3136
NCW41,OUT018,2314.8533
FDL52,OUT035,708.43536
FDS39,OUT035,2431.5525
DRJ47,OUT045,2825.5276
FDP13,OUT010,102.933
DRK39,OUT010,143.60422
FDF28,OUT010,297.94138
FDB09,OUT045,2018.1812
FDM51,OUT046,1659.4307
DRM49,OUT018,427.90808
DRF23,OUT013,3140.3088
DRH01,OUT035,2889.6675
FDH12,OUT027,2939.3625
FDA28,OUT019,288.67526
FDW37,OUT018,1148.1051
FDF02,OUT046,1656.3035
DRL37,OUT046,672.45856
NCF43,OUT046,2378.4043
FDH08,OUT010,518.62854
FDR34,OUT019,606.66956
NCK19,OUT049,3184.2192
NCD55,OUT018,410.59048
FDT27,OUT049,3844.4856
FDQ57,OUT045,2425.7927
FDA47,OUT035,2743.6296
DRG15,OUT027,1827.6085
FDE05,OUT018,2135.5693
FDN46,OUT046,1673.9225
FDX27,OUT027,2461.6514
FDT51,OUT045,1827.2948
FDU33,OUT013,600.432
FDJ16,OUT027,1682.8444
FDD20,OUT019,256.18393
FDT36,OUT049,462.57126
DRF15,OUT027,4094.5217
FDN52,OUT010,217.5645
FDC22,OUT027,5132.347
FDX15,OUT045,2581.0088
FDT13,OUT013,3126.518
FDU04,OUT017,2038.1014
FDU31,OUT019,545.72253
FDW59,OUT027,2306.5352
NCO29,OUT046,2740.2654
FDL15,OUT035,2573.7178
FDI41,OUT049,2343.3774
FDQ48,OUT049,1578.1555
DRI39,OUT013,944.1502
FDI08,OUT013,4349.9536
FDC21,OUT049,1766.9364
FDF58,OUT035,1095.9918
FDS08,OUT010,413.08084
FDE47,OUT045,1999.6674
NCP18,OUT019,385.30872
NCR41,OUT013,1454.2394
FDA27,OUT013,3887.886
FDA43,OUT035,3307.1106
FDA49,OUT045,1354.3318
NCE55,OUT018,2669.886
DRM49,OUT027,1329.9579
FDF22,OUT027,5659.677
FDQ15,OUT018,989.67017
NCS54,OUT017,2929.73
NCY05,OUT013,342.1055
FDR45,OUT046,3432.4463
FDK57,OUT049,1944.6858
FDF41,OUT010,556.3209
FDV21,OUT046,2063.486
FDD51,OUT046,686.22485
FDF33,OUT046,1814.0585
FDA38,OUT046,3660.996
FDR56,OUT045,3205.1843
NCN41,OUT017,2013.1522
FDC60,OUT027,2425.7634
FDB47,OUT045,3415.2961
DRH01,OUT013,2960.2615
FDW08,OUT046,1681.2849
FDF38,OUT027,1136.0065
FDY32,OUT017,2693.2217
FDG34,OUT049,1776.2162
FDG47,OUT019,639.9835
NCF18,OUT035,3191.814
FDL39,OUT019,436.16223
NCH55,OUT035,2150.192
DRJ35,OUT049,928.1527
FDS44,OUT035,4010.556
DRE01,OUT018,3280.3394
FDY39,OUT013,3020.4666
FDY32,OUT018,2374.3525
FDR33,OUT027,2991.283
NCP50,OUT049,1288.009
FDZ47,OUT018,1320.8363
FDU57,OUT049,2487.4407
FDY44,OUT013,3185.0408
DRH59,OUT018,908.3732
FDB03,OUT027,6060.717
FDY46,OUT045,3059.8215
FDM39,OUT045,2916.0083
FDY36,OUT035,1314.3661
NCM55,OUT035,3117.4897
FDJ50,OUT010,82.34102
DRL60,OUT013,2620.841
NCJ54,OUT049,3815.6047
FDX59,OUT017,556.5262
FDI07,OUT013,3420.4739
DRF51,OUT010,43.479492
FDM14,OUT017,1822.4514
FDP21,OUT045,3126.9753
FDE40,OUT035,1076.6841
FDE05,OUT035,2516.1262
FDM13,OUT027,3600.8977
FDC34,OUT027,4227.938
NCI55,OUT018,1742.7362
NCE43,OUT018,2492.1846
FDW58,OUT018,1474.8422
FDG60,OUT045,3832.959
FDV31,OUT017,2917.9043
FDR47,OUT013,3237.1404
FDM60,OUT019,112.4024
NCF06,OUT018,3131.062
NCN26,OUT027,3093.593
FDQ59,OUT049,1372.8152
FDF09,OUT046,597.48175
NCS06,OUT017,4287.966
FDT44,OUT046,1902.1896
FDI19,OUT017,4053.6062
FDT22,OUT017,973.40643
NCF54,OUT027,4513.0557
DRG25,OUT045,3060.9558
FDB59,OUT017,3273.9565
FDQ37,OUT017,3194.7986
FDP56,OUT035,855.8878
FDW44,OUT035,2947.0105
FDJ26,OUT010,507.85757
FDU43,OUT018,3647.3176
FDW33,OUT045,1694.6313
NCX53,OUT027,3765.59
FDN56,OUT010,365.3455
DRF15,OUT049,2364.8484
FDO33,OUT017,1878.0038
FDZ39,OUT010,298.87946
NCJ19,OUT017,877.38513
FDU01,OUT035,3115.4238
FDT12,OUT035,3821.3735
NCM18,OUT018,715.7664
FDP19,OUT017,2090.7493
NCR42,OUT049,501.10037
FDN10,OUT046,1949.4283
FDG44,OUT017,889.7389
FDQ10,OUT046,2836.4211
DRH13,OUT049,1701.5232
FDT52,OUT013,4146.966
FDM56,OUT045,1772.7715
NCO43,OUT010,273.08527
NCV29,OUT035,3008.559
NCF06,OUT013,4386.7656
FDO50,OUT035,1544.4495
FDT59,OUT013,3883.6775
FDX40,OUT027,962.7154
FDE50,OUT017,3098.1873
FDX51,OUT017,3316.526
NCD30,OUT018,1328.2892
FDK15,OUT013,1686.6398
FDL12,OUT045,944.2077
FDK46,OUT017,3926.2468
DRH49,OUT010,182.63878
FDQ57,OUT046,2441.9355
FDY59,OUT017,1569.7897
FDO09,OUT018,3569.0337
NCG30,OUT035,2118.528
FDM09,OUT017,2810.1372
NCN17,OUT027,2673.7883
NCS42,OUT013,1323.8796
FDD02,OUT019,227.10469
FDE34,OUT013,3205.9788
FDU38,OUT045,3154.5583
FDB33,OUT046,2444.195
NCJ29,OUT017,1453.9989
FDZ27,OUT035,875.65076
FDI40,OUT013,1655.9618
FDG22,OUT013,513.08954
FDT51,OUT017,1872.7408
FDF20,OUT018,2999.2134
FDV50,OUT035,2052.4797
FDT02,OUT049,537.53564
DRC49,OUT017,2398.0393
FDF26,OUT049,2487.0825
FDV52,OUT035,2013.899
FDX59,OUT049,519.3143
FDV25,OUT035,3771.2605
FDW23,OUT027,1072.7153
FDE53,OUT018,1488.683
FDA19,OUT017,2159.066
FDH22,OUT046,2050.2886
NCO41,OUT013,1442.5763
FDX12,OUT017,4030.156
FDF17,OUT013,3406.3164
FDS11,OUT045,3683.2244
FDR51,OUT035,2531.4138
FDT49,OUT010,225.0654
FDC56,OUT013,2094.8225
FDR13,OUT027,3117.5168
FDQ60,OUT035,2065.3535
FDN38,OUT049,4090.3313
NCL29,OUT013,2593.9075
FDO13,OUT027,4411.2856
FDE26,OUT018,2071.3157
FDA31,OUT010,372.90802
FDX14,OUT035,1292.5502
FDA34,OUT045,2864.8418
FDF26,OUT013,2579.466
FDE38,OUT045,2735.223
DRI11,OUT046,1866.1766
FDQ60,OUT027,3169.8542
FDL21,OUT027,1105.0083
DRC12,OUT027,4782.3823
FDC47,OUT046,3471.6184
FDE57,OUT045,2288.6904
FDT14,OUT045,1945.842
NCZ53,OUT046,3157.84
FDE28,OUT018,3513.474
FDR19,OUT035,2423.586
NCF54,OUT019,431.97018
FDZ08,OUT046,1316.7317
NCJ05,OUT018,2253.8726
FDF59,OUT046,2076.6423
NCO05,OUT035,1745.2307
FDW24,OUT018,534.96533
NCX42,OUT018,2504.119
NCA53,OUT035,873.5949
FDI45,OUT019,395.30258
FDG46,OUT046,1881.0587
FDM20,OUT010,560.87976
FDW11,OUT010,111.67723
FDX08,OUT035,3049.6257
NCK17,OUT035,739.15796
FDK32,OUT018,2218.4792
NCA42,OUT035,2737.1921
DRI01,OUT035,2907.3237
NCL55,OUT049,4170.632
DRE25,OUT018,1238.3844
FDD14,OUT017,2971.7998
FDB10,OUT046,3327.9497
DRN11,OUT035,2425.4175
FDP38,OUT018,544.07715
NCA30,OUT017,3096.1206
FDT15,OUT017,3127.3027
NCP55,OUT018,658.1292
FDF12,OUT035,2516.1804
FDM21,OUT018,3456.2092
FDX56,OUT035,3480.7803
FDF10,OUT017,2379.5571
FDT32,OUT045,3105.813
FDM51,OUT018,1403.1858
NCR50,OUT018,2268.1274
FDI19,OUT049,3962.9534
FDX21,OUT017,1796.6882
FDR31,OUT035,2503.055
FDY02,OUT013,4430.244
NCA29,OUT045,2799.4268
NCX17,OUT046,3795.546
FDM12,OUT045,3118.2612
FDI53,OUT027,4306.9917
NCU30,OUT049,2688.635
FDC56,OUT027,3324.5146
FDK27,OUT018,1757.9998
NCK18,OUT017,2797.768
